"StichtagDatJahr","StichtagDatMonat","RaumeinheitSort","RaumeinheitLang","GliederungSort","GliederungLang","ZimmerSort","ZimmerLang","GemeinnuetzigSort","GemeinnuetzigLang","EinheitSort","EinheitLang","PreisartSort","PreisartLang","mean","meanl","meanu","qu10","qu10l","qu10u","qu25","qu25l","qu25u","qu50","qu50l","qu50u","qu75","qu75l","qu75u","qu90","qu90l","qu90u","Domain","Sample1","Sample2"
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",24.8,24.62,24.97,16.22,15.97,16.4,19.4,19.25,19.6,23.58,23.37,23.78,28.98,28.64,29.29,35.3,34.82,35.6,112783,19581,3523
2024,"2024.04",1,"Ganze Stadt",0,"Ganze Stadt",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",26.53,26.39,26.67,17.06,16.83,17.26,20.57,20.34,20.76,25.53,25.34,25.69,31.31,31.06,31.59,37.57,37.22,37.86,111769,21039,5136
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",19.4,18.73,20.07,14.22,13.75,16.67,16.89,14.9,17.43,18.78,18.45,19.6,21.29,20.38,22,23.51,22.6,25.91,420,280,24
2024,"2024.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",20.53,19.85,21.21,17.61,17.27,17.64,18.66,17.93,18.72,19.64,19.5,21.64,21.86,21.5,23.76,23.76,22.7,27.39,372,159,13
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",16.41,15.64,17.18,13.06,13.05,14.26,13.59,13.18,15.8,16.09,15.79,16.48,17.17,16.89,17.88,21.67,18.81,23.43,607,360,13
2024,"2024.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",19.07,18.59,19.54,16,15.68,16.68,17.32,17.09,17.86,18.78,18.66,19.81,20.14,19.9,21.49,22.22,21.49,23.69,446,234,15
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",15.8,15.14,16.45,12.53,12.02,12.83,13.07,12.6,13.69,15.35,14.99,15.67,16.76,16.37,17.34,19.7,18.47,20.96,532,304,12
2024,"2024.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",18.07,17.61,18.54,14.8,14.62,15.51,15.69,15.08,16.7,17.7,17.26,18.66,19.93,19.69,21.46,22.77,22.72,23.01,372,234,4
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",17.01,16.59,17.42,13.05,12.85,13.32,13.74,13.18,14.6,16.32,16.08,16.57,18.73,18.19,19.6,22.07,21.08,22.97,1559,944,49
2024,"2024.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",19.21,18.82,19.61,15.61,15.07,16.26,17.28,16.97,17.64,18.77,18.66,19.57,21.35,19.94,21.83,23.16,21.89,23.77,1190,627,32
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",33.83,32.58,35.08,26,24.79,29.89,30.55,29,32.74,34.33,32.7,35.86,37.37,35.34,39.44,41.25,38.27,46.32,1078,208,36
2024,"2024.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",38.28,36.47,40.08,29.95,24.18,32.33,34.16,32.04,36.69,37.97,37.13,38.93,43.46,40.06,45.2,49.87,44.33,54.52,1123,193,39
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",31.9,29.9,33.9,25.54,23.54,28.57,27.8,26.06,30.08,30.62,28.61,33.78,36.04,30.74,36.36,38.49,36.04,43.38,1055,133,26
2024,"2024.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",34.16,32.58,35.75,29.21,21.64,30.23,31.42,29.95,33.13,34.74,32.85,36.85,37.74,36.72,38.68,41.89,37.82,43.24,1248,259,44
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",30.36,29.11,31.6,25.9,17.94,28.12,27.43,26.79,28.37,29.83,28.25,31.26,33.07,30.51,35.61,35.68,31.84,39.11,617,144,21
2024,"2024.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",31.28,29.59,32.97,23.41,21.09,28.44,29.15,27.11,30.3,30.74,29.83,32.6,34.7,31.94,36.66,36.99,33.11,43.66,508,61,26
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",32.32,31.37,33.26,25.66,24.83,27.35,28.14,27.29,29.09,31.28,30.55,33.09,35.87,35.18,37.08,39.15,37.39,41.27,2750,485,83
2024,"2024.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",35.26,34.21,36.32,28.23,23.08,29.76,31.26,30.02,32.08,34.93,34.26,37.02,38.8,37.76,40.35,43.9,43.07,45.13,2879,513,109
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",16.51,16.23,16.79,11.72,11.38,11.9,13,12.78,13.35,15.7,15.21,16.05,18.39,18.14,19.18,23.05,22.33,23.48,1924,1174,103
2024,"2024.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",17.42,17.06,17.77,11.9,11.79,12.3,13.7,13.33,14.14,16.17,15.85,16.65,19.58,18.62,20.11,24.17,22.85,25.06,1976,1258,82
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.41,14.02,14.8,10.17,9.98,10.37,11.37,11.19,11.77,13.51,13.22,13.84,16.54,16,17.06,19.64,18.66,20.04,3520,2205,74
2024,"2024.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",15.12,14.87,15.38,10.76,10.45,10.94,12.03,11.8,12.28,14.34,13.98,14.59,17.21,16.89,17.73,20.64,20.05,21.25,3779,2504,95
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.09,13.84,14.34,9.96,9.78,10.51,11.76,11.57,12.09,13.83,13.49,14.2,15.58,15.36,15.92,18.51,17.62,19.19,1567,937,49
2024,"2024.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",15.28,14.91,15.66,10.48,10.32,11.11,12.43,12.1,12.59,14.48,14.05,14.97,17.13,16.93,18.11,20.87,20.05,22.36,1665,1014,66
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.91,14.67,15.15,10.37,10.18,10.76,11.95,11.76,12.17,14.12,13.84,14.31,16.92,16.56,17.28,20.04,19.71,20.4,7011,4316,226
2024,"2024.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",15.77,15.59,15.95,10.95,10.87,11.18,12.45,12.3,12.67,14.84,14.59,15.04,17.84,17.5,18.1,21.26,20.89,21.79,7420,4776,243
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",30.6,30.01,31.18,21.53,20.97,22.3,25.32,24.55,25.95,28.63,28.26,29.33,35.09,33.9,36.09,42.26,40.21,43.41,11258,1892,370
2024,"2024.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",32.23,31.75,32.71,21.21,20.54,22.43,25.61,24.96,26.39,31.02,30.36,31.57,37.59,36.76,38.54,44.48,43.99,45.7,10824,2203,560
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",26.47,25.83,27.11,18.64,17.69,19.5,21.82,21.25,22.31,25.28,24.69,26.36,30.52,29.2,32.02,36.67,34.36,38.46,13397,2104,347
2024,"2024.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",28.64,28.15,29.14,19.9,19.1,20.74,23.46,22.97,23.98,27.63,26.95,28.13,33.38,32.36,34.19,38.5,37.86,39.65,12682,2242,471
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",25.3,24.64,25.97,17.73,17.05,18.34,20.46,19.55,21.2,24.28,23.33,25.31,29.16,27.98,30.61,34.89,32.4,35.68,5418,908,239
2024,"2024.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",26.69,26.08,27.3,18.41,16.61,19.17,20.98,20.43,22.1,25.6,25,26.58,31.31,30.54,31.87,36.11,35.05,37.8,5142,898,348
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",27.81,27.42,28.19,19.31,18.65,19.71,22.31,22,22.78,26.73,26.39,27.29,32.14,31.58,32.72,38.64,37.49,39.56,30073,4904,956
2024,"2024.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",29.65,29.34,29.95,19.91,19.56,20.21,23.7,23.33,24.06,28.38,28.03,28.76,34.29,33.8,34.89,41.17,40.31,41.87,28648,5343,1379
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",16.57,16.31,16.82,11.94,11.76,12.1,13.33,13.13,13.51,15.63,15.44,15.84,18.69,18.37,19.25,22,21.57,22.41,4894,3127,218
2024,"2024.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",17.7,17.47,17.94,12.55,12.36,12.9,14.35,14.1,14.57,16.94,16.65,17.26,19.93,19.74,20.35,23.41,23.01,24.03,5113,3320,217
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.63,14.47,14.79,10.58,10.38,10.76,11.95,11.8,12.12,14.08,13.89,14.26,16.58,16.36,16.8,19.16,18.72,19.48,9305,5902,269
2024,"2024.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",15.53,15.39,15.66,11.37,11.19,11.58,12.87,12.73,13.13,14.93,14.77,15.07,17.3,17.16,17.58,20.27,20,20.64,9363,6111,261
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.57,14.41,14.73,10.44,10.19,10.67,12.15,11.99,12.44,14.35,14.25,14.52,16.6,16.26,16.91,18.48,18.36,18.85,6042,3709,243
2024,"2024.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",15.44,15.28,15.59,11.43,11.27,11.51,13,12.92,13.25,15.05,14.87,15.26,17.42,17.22,17.79,19.84,19.6,20.18,5895,3653,228
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",15.08,14.97,15.19,10.79,10.68,10.91,12.37,12.25,12.49,14.49,14.37,14.59,17.03,16.92,17.16,19.9,19.65,20.04,20241,12738,730
2024,"2024.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",16.05,15.95,16.15,11.64,11.49,11.77,13.28,13.16,13.36,15.35,15.26,15.51,18.1,17.92,18.25,20.95,20.69,21.24,20371,13084,706
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",27.82,27.37,28.27,19.25,18.79,19.54,22.68,21.96,23.21,26.7,26.2,27.5,32.17,31.31,33.11,37.11,36.73,38.13,15161,2775,535
2024,"2024.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",30.19,29.83,30.54,21.17,20.33,21.72,24.73,24.04,25.32,29.36,28.89,29.83,34.59,33.86,35.16,40.25,39.55,41.25,16066,3290,812
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",25.1,24.67,25.53,17.66,17.03,18.17,20.36,19.75,20.91,23.79,23.23,24.65,28.72,28.08,29.48,33.94,33.34,35.35,22161,3828,515
2024,"2024.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",27.05,26.71,27.39,18.96,18.4,19.5,22.27,21.85,22.66,26.29,25.88,26.63,30.81,30.21,31.54,36.44,35.62,37.09,22671,4061,817
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",23.98,23.53,24.43,16.61,15.81,17.13,19.57,18.95,20.06,22.87,22.38,23.48,27.92,27.11,28.57,33,32,33.88,10940,1893,432
2024,"2024.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",25.57,25.17,25.96,17.84,17.25,18.33,20.98,20.49,21.36,24.65,24.06,25.13,29.52,29.17,30.11,34.65,33.68,35.71,11081,2088,653
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",25.7,25.43,25.97,17.72,17.44,18.11,20.7,20.34,21.07,24.68,24.24,25,29.85,29.33,30.38,35.38,34.82,35.82,48262,8496,1482
2024,"2024.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",27.73,27.52,27.95,19.16,18.87,19.5,22.52,22.24,22.73,26.83,26.59,27.08,32,31.71,32.39,37.5,37.08,37.91,49818,9439,2282
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",15.2,14.97,15.42,11.36,11.04,11.65,12.79,12.42,13.09,14.93,14.63,15.14,16.76,16.44,17.35,19.28,18.65,20.12,2294,1550,107
2024,"2024.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",16.47,16.12,16.81,11.91,11.37,12.41,13.74,13.36,14.14,15.97,15.8,16.23,18.48,18.05,19.06,21.92,21.35,22.57,2381,1626,89
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",13.77,13.56,13.97,10.32,10.08,10.59,11.63,11.44,11.85,13.28,13.05,13.39,15.24,14.86,15.73,17.94,17.5,18.25,4946,3236,152
2024,"2024.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.8,14.63,14.97,11.12,10.91,11.43,12.72,12.5,12.94,14.47,14.35,14.73,16.62,16.28,16.87,18.62,18.22,18.9,5073,3394,132
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",13.63,13.48,13.79,10.37,9.96,10.6,11.97,11.76,12.2,13.53,13.42,13.66,15.11,14.82,15.31,16.85,16.53,17.39,3935,2596,145
2024,"2024.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.77,14.56,14.97,11.49,11.07,11.72,12.84,12.68,13.01,14.45,14.36,14.63,16.23,15.96,16.58,18.55,17.92,19.05,4218,2837,154
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.01,13.9,14.12,10.52,10.37,10.66,11.92,11.82,12.05,13.59,13.48,13.69,15.68,15.43,15.83,17.87,17.68,18.11,11175,7382,404
2024,"2024.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",15.13,15,15.25,11.36,11.12,11.57,12.94,12.83,13.09,14.7,14.58,14.8,16.84,16.68,17.01,19.24,18.99,19.53,11672,7857,375
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",23.35,22.2,24.5,16.25,15.44,17.39,19.23,18.22,20.09,22.06,21.57,23,25.83,24.49,27.03,30,28.28,33.61,4488,793,142
2024,"2024.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",24.11,23.6,24.61,16.73,16.23,17.78,19.86,18.91,21.07,23.5,22.57,24.02,26.98,26.43,27.86,31.65,30.09,34.34,4342,887,207
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",20.49,19.89,21.09,15.43,14.26,16.15,17.26,16.91,17.86,20.12,19.21,20.94,22.81,22.16,23.69,25.67,24.63,26.8,7756,1401,194
2024,"2024.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",22.09,21.55,22.62,16.07,14.72,16.63,18.4,17.86,18.97,21.13,20.58,21.87,24.74,23.89,25.38,29.02,27.39,31.61,7525,1396,266
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",20.27,19.67,20.86,15.01,14.32,16,16.92,16.58,17.53,19.35,18.6,19.9,22,21.24,23.36,25.83,24.9,28.33,4670,894,182
2024,"2024.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",20.93,20.43,21.43,15.27,14.57,16.01,17.66,17.19,18.08,20.23,19.7,20.68,23.78,22.86,24.46,27.01,26.17,28.22,4719,943,249
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",21.19,20.75,21.62,15.43,14.91,16.09,17.49,17.09,17.9,20.52,20,20.9,23.47,23.13,23.92,27.1,26.31,28,16914,3088,518
2024,"2024.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",22.28,21.97,22.59,16.06,15.44,16.27,18.34,17.99,18.68,21.43,21.08,21.84,25.02,24.68,25.54,29.29,28.59,30.33,16586,3226,722
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.82,14.56,15.08,10.88,10.51,11.24,12.42,12.1,12.58,14,13.82,14.34,16.82,16.15,17.24,19.42,18.99,19.92,1574,1021,52
2024,"2024.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",15.75,15.45,16.06,11.5,10.95,12.21,13.49,13.25,13.66,15.67,15.25,16.02,18.22,17.64,18.8,20.35,19.62,20.86,1595,1067,60
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",13.07,12.88,13.26,9.99,9.83,10.28,11.24,11.1,11.48,12.79,12.58,12.97,14.48,14.29,14.86,16.46,16.04,16.86,4577,2890,97
2024,"2024.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",13.94,13.74,14.14,10.8,10.67,10.95,12.04,11.78,12.32,13.74,13.52,13.85,15.32,15.03,15.68,17.13,16.86,17.42,4410,2864,117
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",12.79,12.61,12.97,9.34,9.06,9.8,11.01,10.73,11.2,12.68,12.45,12.82,14.17,13.94,14.54,16.3,15.71,16.95,2849,1700,155
2024,"2024.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",13.79,13.53,14.05,10.09,9.78,10.71,11.94,11.76,12.15,13.41,13.26,13.63,15.14,14.81,15.68,17.45,16.93,17.86,2807,1740,128
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",13.29,13.17,13.41,9.95,9.74,10.11,11.32,11.18,11.49,12.92,12.79,13.04,14.79,14.54,15,17.06,16.71,17.54,9000,5611,304
2024,"2024.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.22,14.08,14.36,10.76,10.56,10.86,12.19,12.05,12.37,13.82,13.71,13.97,15.93,15.68,16.06,18.22,17.86,18.75,8812,5671,305
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",20.67,19.86,21.48,14.15,13.34,15.83,16.77,15.86,17.71,20.19,18.9,21.47,23.88,22.97,25,26.29,25.39,29.11,3601,668,127
2024,"2024.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",21.31,20.55,22.06,14.92,14.02,15.51,17.63,16.89,18.2,20.26,19.4,21.2,24.32,23.57,25.54,28.67,26.92,31.06,3373,664,168
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",17.93,17.24,18.62,11.24,10.35,12.76,14.26,13.67,15.08,17.19,16.63,18.06,20.11,19.52,21.19,24.98,22.29,27.63,6856,1234,178
2024,"2024.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",18.43,17.88,18.98,13.06,12.23,13.68,15.34,14.96,16.11,18.05,17.73,18.67,21.39,20.31,22.1,25.49,23.72,26.65,6413,1174,238
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",17.5,16.82,18.19,11.97,11.37,12.38,13.88,13.39,14.67,16.7,16.24,17.3,19.61,18.64,20.48,24.23,22.24,26.29,4327,706,179
2024,"2024.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",18.16,17.65,18.67,12.68,11.83,13.71,15.04,14.76,15.66,17.28,16.94,17.86,20.57,19.87,21.43,24.81,23.34,25.73,4052,680,238
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",18.47,18.07,18.88,12.16,11.68,12.76,14.7,14.21,15.17,17.65,17.19,18.1,21.27,20.3,21.92,25.67,24.56,26.57,14784,2608,484
2024,"2024.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",19.05,18.7,19.4,13.32,12.71,13.79,15.8,15.34,16.18,18.39,18.02,18.77,22.07,21.47,22.69,25.92,25.47,26.91,13838,2518,644
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1055,1046,1063,718,709,731,829,819,834,1000,986,1013,1212,1200,1225,1447,1424,1473,11106,7184,492
